ID_ENTIDADE_LOCAL_EXEC,ID_ENTIDADE,NOME_ENTIDADE,DESC_CATEGORIA,SIGLA_CATEGORIA,TIPO_EXECUCAO,NOME_SERVICO,NIVEL_PROTECAO,SIGLA_PROTECAO,PUBLICO_USUARIO,TIPO_LOGRADOURO,LOGRADOURO,NUMERO,BAIRRO,GEOMETRIA
27,121,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL VILA CEMIG,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,FAISAO,1071,FLÁVIO MARQUES LISBOA,POINT (605367.872167193 7788402.91415737)
29,123,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL VILA MARCOLA,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,ENGENHEIRO LUCAS JULIO PROENCA,73,SERRA,POINT (613879.983021325 7794938.9137736)
30,124,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL VILA MARIA,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,DOS ARGENTINOS,105,JARDIM VITÓRIA,POINT (616430.851445972 7804339.2303664)
31,125,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL VILA SANTA RITA DE CASSIA,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,SAO TOMAZ DE AQUINO,640,SANTA RITA DE CÁSSIA,POINT (610755.896484599 7793294.8284224)
33,127,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL VILA SENHOR DOS PASSOS,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,EVARISTO DA VEIGA,239,SENHOR DOS PASSOS,POINT (610043.801862888 7798591.43031444)
34,128,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL VISTA ALEGRE,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,AGUANIL,425,VISTA ALEGRE,POINT (605018.00923956 7793308.92555297)
36,130,CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL BARREIRO,CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL,CREAS ,DIRETA,PROTECAO E ATENDIMENTO ESPECIALIZADO A FAMILIAS E INDIVIDUOS (PAEFI),PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE,PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE,FAMILIAS E INDIVIDUOS,RUA,DAVID FONSECA,1147,MILIONÁRIOS,POINT (604363.833428183 7790051.85851953)
38,132,CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL LESTE,CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL,CREAS ,DIRETA,PROTECAO E ATENDIMENTO ESPECIALIZADO A FAMILIAS E INDIVIDUOS (PAEFI),PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE,PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE,FAMILIAS E INDIVIDUOS,RUA,SALINAS,1447,SANTA TEREZA,POINT (612900.508652472 7797576.23695411)
39,133,CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL NORDESTE,CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL,CREAS ,DIRETA,PROTECAO E ATENDIMENTO ESPECIALIZADO A FAMILIAS E INDIVIDUOS (PAEFI),PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE,PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE,FAMILIAS E INDIVIDUOS,AVENIDA,CRISTIANO MACHADO,573,GRAÇA,POINT (611794.089510683 7798868.63389046)
43,137,CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL PAMPULHA,CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL,CREAS ,DIRETA,PROTECAO E ATENDIMENTO ESPECIALIZADO A FAMILIAS E INDIVIDUOS (PAEFI),PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE,PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE,FAMILIAS E INDIVIDUOS,AVENIDA,PRESIDENTE ANTONIO CARLOS,7596,SÃO LUÍZ,POINT (608860.226356021 7804110.35695292)
44,138,CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL VENDA NOVA,CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL,CREAS ,DIRETA,PROTECAO E ATENDIMENTO ESPECIALIZADO A FAMILIAS E INDIVIDUOS (PAEFI),PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE,PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE,FAMILIAS E INDIVIDUOS,RUA,LOURDES PAULA CORDEIRO,155,VENDA NOVA,POINT (608945.142060581 7808656.32163499)
